0, 6, -10, 0, 0, 6, -20, 0, 0, 6, -30, 0, 0, 6, -40, 0, -6.28321, 1.77618, 7.3335, 3.6665, 0.0336153, 0.100842, -0.0245407, 24.9966, 3, 11, 3.87097, 0, 3, 11, 3.93443, 0, 3, 11, 3.93443, 0, 0, 0, 0
0, 6, -10, -0.081125, 0, 6, -20, 0.0410425, 0, 6, -30, -0.345347, 0, 6, -40, 0.367561, -6.28321, 1.77618, 7.3335, 3.6665, 0.0336153, 0.100842, -0.0245407, 24.9966, 3, 11, 3.87097, 0, 3, 11, 3.93443, 0, 3, 11, 3.93443, 0, 0, 0, 0
0, 6, -10, -0.0234248, 0, 6, -20, 0.0207334, 0, 6, -30, -0.345347, 0, 6, -40, 0.445966, -6.28321, 1.77618, 7.3335, 3.6665, 0.0336153, 0.100842, -0.0245407, 24.9966, 3, 11, 3.87097, 0, 3, 11, 3.93443, 0, 3, 11, 3.93443, 0, 0, 0, 0
0, 6, -10, -0.0234248, 0, 6, -20, 0.0207334, 0, 6, -30, -0.345347, 0, 6, -40, 0.523612, -6.28321, 1.77618, 7.3335, 3.6665, 0.0336153, 0.100842, -0.0245407, 24.9966, 3, 11, 3.87097, 0, 3, 11, 3.93443, 0, 3, 11, 3.93443, 0, 0, 0, 0
0, 6, -10, -0.0234248, 0, 6, -20, 0.0207334, 0, 6, -30, -0.345347, 0, 6, -40, 0.600393, -6.28321, 1.77618, 7.3335, 3.6665, 0.0336153, 0.100842, -0.0245407, 24.9966, 3, 11, 3.87097, 0, 3, 11, 3.93443, 0, 3, 11, 3.93443, 0, 0, 0, 0
0, 6, -10, -0.0234248, 0, 6, -20, 0.0207334, 0, 6, -30, -0.345347, 0, 6, -40, 0.676197, -6.28321, 1.77618, 7.3335, 3.6665, 0.0336153, 0.100842, -0.0245407, 24.9966, 3, 11, 3.87097, 0, 3, 11, 3.93443, 0, 3, 11, 3.93443, 0, 0, 0, 0
0, 6, -10, -0.0234248, 0, 6, -20, 0.0207334, 0, 6, -30, -0.345347, 0, 6, -40, 0.750935, -6.28321, 1.77618, 7.3335, 3.6665, 0.0336153, 0.100842, -0.0245407, 24.9966, 3, 11, 3.87097, 0, 3, 11, 3.93443, 0, 3, 11, 3.93443, 0, 0, 0, 0
0, 6, -10, -0.0234248, 0, 6, -20, 0.0207334, 0, 6, -30, -0.345347, 0, 6, -40, 0.824513, -6.28321, 1.77618, 7.3335, 3.6665, 0.0336153, 0.100842, -0.0245407, 24.9966, 3, 11, 3.87097, 0, 3, 11, 3.93443, 0, 3, 11, 3.93443, 0, 0, 0, 0
0, 6, -10, -0.0234248, 0, 6, -20, 0.0207334, 0, 6, -30, -0.345347, 0, 6, -40, 0.750935, -6.28321, 1.77618, 7.3335, 3.6665, 0.0336153, 0.100842, -0.0245407, 24.9966, 3, 11, 3.87097, 0, 3, 11, 3.93443, 0, 3, 11, 3.93443, 0, 0, 0, 0
0, 6, -10, -0.0234248, 0, 6, -20, 0.0207334, 0, 6, -30, -0.345347, 0, 6, -40, 0.824513, -6.28321, 1.77618, 7.3335, 3.6665, 0.0336153, 0.100842, -0.0245407, 24.9966, 3, 11, 3.87097, 0, 3, 11, 3.93443, 0, 3, 11, 3.93443, 0, 0, 0, 0
0, 6, -10, -0.0234248, 0, 6, -20, 0.0207334, 0, 6, -30, -0.345347, 0, 6, -40, 0.750935, -6.28321, 1.77618, 7.3335, 3.6665, 0.0336153, 0.100842, -0.0245407, 24.9966, 3, 11, 3.87097, 0, 3, 11, 3.93443, 0, 3, 11, 3.93443, 0, 0, 0, 0
